congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
117,House,20329,52,2,MD,100,,,"RUPPERSBERGER, C. A. (Dutch)",R000576,1946.0,,-0.295,0.133,-1.69088,0.98553,116,1,,-0.288,-0.252
117,House,20724,52,3,MD,100,,,"SARBANES, John",S001168,1962.0,,-0.467,-0.072,-2.41528,0.97974,118,2,,-0.299,0.097
117,House,21139,52,1,MD,200,,,"HARRIS, Andy",H001052,1957.0,,0.659,-0.38,-15.55561,0.87348,115,8,,0.836,-0.398
117,House,21707,52,4,MD,100,,,"BROWN, Anthony Gregory",B001304,1961.0,,-0.335,-0.131,-1.21664,0.98966,117,0,,-0.289,-0.25
117,House,21741,52,8,MD,100,,,"RASKIN, Jamie Ben",R000606,1962.0,,-0.544,-0.243,-2.64324,0.97668,112,1,,-0.29,-0.248
117,House,21978,52,6,MD,100,,,"TRONE, David",T000483,1955.0,,-0.269,-0.031,-1.27215,0.98909,116,0,,-0.297,0.093
117,House,15616,3,1,MA,100,,,"NEAL, Richard Edmund",N000015,1949.0,,-0.417,-0.111,-1.13484,0.99043,118,0,,-0.552,-0.235
117,House,20119,3,8,MA,100,,,"LYNCH, Stephen F.",L000562,1955.0,,-0.35,0.038,-1.37885,0.98828,117,1,,-0.298,0.095
117,House,21140,3,9,MA,100,,,"KEATING, William R.",K000375,1952.0,,-0.329,-0.13,-1.6132,0.98642,118,1,,-0.3,0.099
117,House,21375,3,5,MA,100,,,"CLARK, Katherine M.",C001101,1963.0,,-0.484,-0.372,-0.69163,0.99406,116,0,,-0.558,-0.228
117,House,21525,3,6,MA,100,,,"MOULTON, Seth",M001196,1978.0,,-0.286,-0.066,-4.37728,0.96388,119,1,,-0.236,-0.612
117,House,21955,3,7,MA,100,,,"PRESSLEY, Ayanna",P000617,1974.0,,-0.295,-0.955,-1.77893,0.98504,118,1,,-0.379,-0.925
117,House,21977,3,3,MA,100,,,"TRAHAN, Lori",T000482,1973.0,,-0.453,-0.172,-1.70963,0.98574,119,1,,-0.29,-0.247
117,House,22100,3,4,MA,100,,,"AUCHINCLOSS, Jake",A000148,1988.0,,-0.29,-0.246,-1.18301,0.99011,119,0,,-0.29,-0.247
117,House,29729,3,2,MA,100,,,"McGOVERN, James P.",M000312,1959.0,,-0.539,-0.303,-0.67905,0.99431,119,0,,-0.552,-0.235
117,House,15446,23,6,MI,200,,,"UPTON, Frederick Stephen",U000031,1953.0,,0.332,-0.379,-27.30517,0.79497,119,18,,0.207,0.007
117,House,20725,23,7,MI,200,,,"WALBERG, Tim",W000798,1951.0,,0.515,0.082,-10.11749,0.91849,119,3,,0.37,0.783
117,House,21142,23,2,MI,200,,,"HUIZENGA, Bill",H001058,1969.0,,0.577,-0.069,-7.76146,0.93528,116,2,,0.516,0.098
117,House,21372,23,5,MI,100,,,"KILDEE, Dan",K000380,1958.0,,-0.396,-0.217,-1.45837,0.98782,119,1,,-0.29,-0.247
117,House,21526,23,4,MI,200,,,"MOOLENAAR, John",M001194,1961.0,,0.396,0.431,-4.7106,0.96119,119,3,,0.415,0.473
117,House,21529,23,12,MI,100,,,"DINGELL, Debbie",D000624,1953.0,,-0.408,-0.131,-7.17374,0.94102,118,2,,-0.485,0.731
117,House,21530,23,14,MI,100,,,"LAWRENCE, Brenda L",L000581,1954.0,,-0.445,-0.025,-1.75495,0.98511,117,1,,-0.612,0.24
117,House,21704,23,1,MI,200,,,"BERGMAN, John",B001301,1947.0,,0.434,0.072,-14.25535,0.88529,117,4,,0.493,0.201
117,House,21940,23,9,MI,100,,,"LEVIN, Andy",L000592,1960.0,,-0.53,-0.514,-0.91027,0.99238,119,0,,-0.552,-0.235
117,House,21965,23,8,MI,100,,,"SLOTKIN, Elissa",S001208,1976.0,,-0.299,0.767,-5.15639,0.95724,118,1,,-0.342,0.776
117,House,21972,23,11,MI,100,,,"STEVENS, Haley",S001215,1983.0,,-0.332,0.359,-1.72408,0.98562,119,1,,-0.262,0.286
117,House,21975,23,13,MI,100,,,"TLAIB, Rashida",T000481,1976.0,,-0.262,-0.965,-2.05422,0.98245,116,1,,-0.382,-0.924
117,House,22136,23,10,MI,200,,,"MCCLAIN, Lisa C.",M001136,1966.0,,0.583,0.787,-3.01463,0.97478,118,1,,0.553,0.833
117,House,22137,23,3,MI,200,,,"MEIJER, Peter",M001186,1988.0,,0.235,0.428,-15.74069,0.8761,119,6,,0.235,0.425
117,House,20122,33,4,MN,100,,,"McCOLLUM, Betty",M001143,1954.0,,-0.418,-0.188,-1.44695,0.98781,118,1,,-0.376,0.151
117,House,21531,33,6,MN,200,,,"EMMER, Thomas Earl II",E000294,1961.0,,0.454,-0.064,-15.25776,0.87871,118,7,,0.378,-0.044
117,House,21910,33,2,MN,100,,,"CRAIG, Angela",C001119,1972.0,,-0.307,0.703,-5.01578,0.95873,119,1,,-0.249,0.641
117,House,21929,33,1,MN,200,,,"HAGEDORN, Jim",H001088,1962.0,,0.461,0.385,-3.1827,0.97339,118,1,,0.454,0.627
117,House,21950,33,5,MN,100,,,"OMAR, Ilhan",O000173,1981.0,,-0.28,-0.96,-5.10164,0.95769,118,2,,-0.981,-0.192
117,House,21953,33,3,MN,100,,,"PHILLIPS, Dean",P000616,1969.0,,-0.237,0.078,-2.40825,0.97997,119,2,,-0.271,0.14
117,House,21969,33,8,MN,200,,,"STAUBER, Peter",S001212,1966.0,,0.288,0.138,-15.6344,0.87591,118,8,,0.293,-0.082
117,House,22114,33,7,MN,200,,,"FISCHBACH, Michelle",F000470,1965.0,,0.567,0.593,-3.6839,0.96952,119,1,,0.546,0.666
117,House,21148,46,4,MS,200,,,"PALAZZO, Steven",P000601,1970.0,,0.523,0.53,-4.22069,0.96486,118,2,,0.633,0.774
117,House,21561,46,1,MS,200,,,"KELLY, Trent",K000388,1966.0,,0.631,0.23,-6.98906,0.94296,119,2,,0.629,0.245
117,House,21927,46,3,MS,200,,,"GUEST, Michael",G000591,1970.0,,0.496,0.229,-6.76324,0.94336,116,2,,0.689,0.63
117,House,29368,46,2,MS,100,,,"THOMPSON, Bennie",T000193,1948.0,,-0.516,0.399,-7.81122,0.93647,119,3,,-0.72,0.694
117,House,20124,34,6,MO,200,,,"GRAVES, Samuel",G000546,1963.0,,0.443,0.18,-4.62124,0.96061,115,2,,0.505,0.863
117,House,20517,34,5,MO,100,,,"CLEAVER, Emanuel, II",C001061,1944.0,,-0.454,0.013,-1.20989,0.9898,118,0,,-0.552,-0.235
117,House,20926,34,3,MO,200,,,"LUETKEMEYER, Blaine",L000569,1952.0,,0.438,0.268,-3.92478,0.96701,117,0,,0.448,0.662
117,House,21149,34,4,MO,200,,,"HARTZLER, Vicky",H001053,1960.0,,0.463,0.309,-9.30811,0.92353,117,2,,0.464,0.106
117,House,21150,34,7,MO,200,,,"LONG, Billy",L000576,1955.0,,0.549,0.223,-11.01961,0.91156,119,4,,0.413,0.911
117,House,21337,34,2,MO,200,,,"WAGNER, Ann",W000812,1962.0,,0.438,0.146,-8.04766,0.93407,118,4,,0.404,0.25
117,House,21373,34,8,MO,200,,,"SMITH, Jason",S001195,1980.0,,0.6,0.176,-4.59753,0.96179,118,1,,0.63,0.77
117,House,22106,34,1,MO,100,,,"BUSH, Cori",B001224,1976.0,,-0.41,-0.912,-4.72821,0.96072,118,2,,-0.981,-0.192
117,House,22148,64,1,MT,200,,,"ROSENDALE, Matthew M., Sr.",R000103,1960.0,,0.721,-0.409,-19.88572,0.84491,118,9,,0.721,-0.41
117,House,20518,35,1,NE,200,,,"FORTENBERRY, Jeff",F000449,1960.0,,0.301,-0.059,-14.39242,0.88332,116,5,,0.337,-0.034
117,House,20729,35,3,NE,200,,,"SMITH, Adrian",S001172,1970.0,,0.517,0.188,-2.06693,0.98051,105,0,,0.498,0.867
117,House,21701,35,2,NE,200,,,"BACON, Donald J.",B001298,1963.0,,0.389,-0.099,-21.63209,0.83378,119,12,,0.279,-0.087
117,House,20927,65,1,NV,100,,,"TITUS, Alice (Dina)",T000468,1950.0,,-0.302,-0.213,-1.68384,0.98559,116,1,,-0.297,0.093
117,House,21196,65,2,NV,200,,,"AMODEI, Mark E.",A000369,1958.0,,0.382,0.2,-10.88996,0.91184,118,5,,0.304,0.377
117,House,21339,65,4,NV,100,,,"HORSFORD, Steven",H001066,1973.0,,-0.348,0.093,-1.95939,0.98339,117,1,,-0.266,0.255
117,House,21938,65,3,NV,100,,,"LEE, Susie",L000590,1966.0,,-0.308,0.432,-2.28897,0.98079,118,1,,-0.294,0.285
117,House,21340,4,2,NH,100,,,"KUSTER, Ann McLane",K000382,1956.0,,-0.256,-0.123,-1.37481,0.98851,119,1,,-0.3,0.098
117,House,21951,4,1,NH,100,,,"PAPPAS, Chris",P000614,1980.0,,-0.304,0.355,-2.85293,0.97631,119,2,,-0.294,0.571
117,House,14863,12,4,NJ,200,,,"SMITH, Christopher Henry",S000522,1953.0,,0.165,-0.168,-27.73434,0.78896,117,9,,0.262,-0.426
117,House,15454,12,6,NJ,100,,,"PALLONE, Frank, Jr.",P000034,1951.0,,-0.404,-0.164,-1.09514,0.99084,119,0,,-0.552,-0.235
117,House,20542,12,8,NJ,100,,,"SIRES, Albio",S001165,1951.0,,-0.405,0.095,-1.52976,0.9869,116,1,,-0.3,0.098
117,House,21536,12,1,NJ,100,,,"NORCROSS, Donald",N000188,1958.0,,-0.425,0.324,-1.39989,0.98821,118,0,,-0.3,0.098
117,House,21538,12,12,NJ,100,,,"WATSON COLEMAN, Bonnie",W000822,1945.0,,-0.627,-0.138,-0.70239,0.99411,119,0,,-0.552,-0.235
117,House,21723,12,5,NJ,100,,,"GOTTHEIMER, Josh S.",G000583,1975.0,,-0.145,0.223,-4.22105,0.96486,118,1,,-0.294,0.571
117,House,21937,12,3,NJ,100,,,"KIM, Andy",K000394,1982.0,,-0.273,0.388,-2.73853,0.97725,119,1,,-0.271,0.14
117,House,21942,12,7,NJ,100,,,"MALINOWSKI, Tomaz",M001203,1965.0,,-0.259,0.111,-8.30623,0.93147,117,4,,-0.241,0.292
